Country Name,year,renewables_diff,co2_diff,gdp_diff
India,2001,-5.18868189424777e-09,-0.004215699999999933,108.68103542108975
Ireland,2001,-4.5781499077083084e-08,0.4244330000000005,2367.4589540497
Iraq,2001,1.5999685949525502e-08,0.4138747999999999,91.67934761410106
Iceland,2001,8.689650106142263e-07,-0.3750920000000004,2102.5772630048996
Israel,2001,-1.8231691613488532e-09,0.3282860000000003,11.446383145401342
Italy,2001,6.03504732339072e-08,-0.0033900000000013364,992.1574801424977
Japan,2001,-2.326717148552625e-08,-0.13288999999999973,655.0764598612004
Kazakhstan,2001,3.299523897424091e-08,-0.34029300000000084,1149.8910737678798
Kuwait,2001,0.0,1.325291,-150.08340965930256
Sri Lanka,2001,-6.984158241622179e-09,0.0015743999999999758,-39.61217890345051
Lithuania,2001,-2.5975507503186095e-09,0.24294349999999998,990.9299847601305
Luxembourg,2001,-1.1305186092993174e-08,0.8857399999999984,1017.4829151792001
Latvia,2001,2.1922705226335084e-08,0.21582940000000006,1020.7719785097388
Morocco,2001,9.555450210989825e-09,0.10930970000000007,338.646484375
Mexico,2001,-5.334968911571626e-08,0.10187200000000018,34.34484090909973
North Macedonia,2001,-2.697583033264207e-07,-0.10492610000000013,-100.86045246354934
Malaysia,2001,-4.7131248365514675e-08,0.2134936999999999,44.308074643600776
North America,2001,-3.101488982401562e-07,-0.3537359999999996,810.2339498436049
Netherlands,2001,1.8599347671650178e-08,0.24616299999999924,1375.1289198517989
Norway,2001,-4.891932997843691e-06,0.26018649999999965,846.9862122685008
New Zealand,2001,-8.023175411646394e-07,0.4758639999999996,1020.4116484393016
Oman,2001,0.0,-0.7704120000000003,2235.7543488079027
Pakistan,2001,9.722849951804274e-10,-0.009331100000000037,78.5666868015901
Peru,2001,4.521341452509697e-08,-0.1356075,74.47707064735005
Philippines,2001,-2.8405942330659188e-08,-0.04131695000000002,103.34055309437008
Poland,2001,1.1808260447361006e-08,-0.10099199999999975,457.5610559807992
Portugal,2001,2.6847457086867986e-07,-0.08920100000000009,651.6203224469973
Qatar,2001,0.0,5.080190000000009,956.2332456259028
Romania,2001,1.580449043465909e-08,0.2820754000000001,671.79804175545
Russian Federation,2001,7.2298633438716e-08,0.29126299999999894,535.97216796875
Saudi Arabia,2001,0.0,-0.10451300000000074,-1263.9922604972016
Singapore,2001,5.348015996875347e-08,0.09888800000000053,-672.2049576064965
Slovenia,2001,-2.1160806168125688e-08,0.6168053000000002,877.6683658098991
Sweden,2001,-4.665745681112611e-09,0.08536849999999951,319.3167999162979
Thailand,2001,4.8947815744186405e-09,0.05036800000000019,342.9110995047304
Turkmenistan,2001,-1.3650622573596825e-11,-1.3098265000000007,192.63864972585998
Trinidad and Tobago,2001,7.104794761362325e-09,1.7223739999999985,843.9676835253995
Turkey,2001,-1.0865035602960505e-07,-0.2903517,-313.1103367305004
Ukraine,2001,1.7724283603554175e-08,0.42376900000000006,518.74169921875
United States,2001,-2.26336688491303e-07,-0.5701570000000018,803.6501377765962
Uzbekistan,2001,2.6336915318275425e-09,0.049155700000000024,138.08516873975987
World,2001,-1.477205604470313e-08,-0.0237096999999995,277.90918072460954
South Africa,2001,1.1634046628629133e-08,-0.20914930000000087,333.0225280172308
United Arab Emirates,2002,0.0,-5.8434729999999995,-1871.259862144012
Argentina,2002,-2.6506748909918367e-08,-0.3065743000000003,-1164.2899945153913
Australia,2002,2.5340340208550844e-08,0.0257680000000029,1386.6769266187002
Austria,2002,-6.798748763783196e-08,0.18065799999999932,1395.7672631908026
Azerbaijan,2002,8.679152138990222e-08,-0.012156699999999798,388.9455871267305
Belgium,2002,5.629681874716074e-09,0.02256999999999998,1485.7090645821008
Bangladesh,2002,-1.8670286873850923e-09,0.003307339999999992,61.214903267430145
Bulgaria,2002,6.385629515924815e-08,-0.31415099999999985,825.3440084465901
Belarus,2002,-8.206709208226751e-11,0.019477499999999814,459.05573399081004
Brazil,2002,8.980611708040146e-08,-0.015266299999999955,312.94956337660005
Canada,2002,4.617949921229536e-07,-0.012429000000000912,733.0731170921972
Switzerland,2002,-8.834373726746341e-07,-0.2674088000000001,882.0309524741024
Chile,2002,8.485441440861933e-08,0.08386069999999979,357.85087912699964
China,2002,6.85719212037413e-09,0.2725978000000002,323.7298196208899
Colombia,2002,4.549043108728616e-08,-0.045332200000000045,173.9410597604201
Cyprus,2002,0.0,0.06693510000000025,687.5625
Czechia,2002,4.173643074253552e-08,-0.3193760000000001,632.6974199458018
Germany,2002,8.527704140583534e-08,-0.2183830000000011,836.4914675969994
Denmark,2002,1.718872991503314e-07,-0.09681800000000074,1204.4734768403978
Algeria,2002,-4.0704774832678367e-10,0.08472549999999979,536.6621469413913
Ecuador,2002,2.5032177094367215e-08,0.07659149999999992,282.6470652730195
Spain,2002,-3.6847171895916227e-07,0.3900047000000004,1423.0212165142002
Estonia,2002,3.469489947542201e-09,-0.2987549999999999,1356.6670831063002
Finland,2002,-3.4038027772089924e-07,0.45696099999999973,795.2358064055006
France,2002,-2.281154719979902e-07,-0.12251679999999965,1000.3539746425995
United Kingdom,2002,2.596294012018209e-08,-0.33859700000000004,1173.5232365666016
Greece,2002,5.817568047960785e-08,-0.0752240000000004,1679.1467044437013
Croatia,2002,-3.0989644741002633e-07,0.25949769999999983,1120.3931162297995
Hungary,2002,-1.8968376270993483e-09,-0.08084799999999959,1314.5612020032004
Indonesia,2002,-7.901154456845078e-09,-0.057943599999999984,227.6085806873407
India,2002,-4.371235456979184e-09,0.012140499999999999,77.53064337673004
Ireland,2002,8.559433535807478e-08,-0.5938970000000001,2645.1041494864003
Iraq,2002,2.8464013479551306e-08,-0.11089860000000007,-1037.2432255418007
Iceland,2002,1.063241290712552e-06,0.3525369999999999,721.6548062303991
Israel,2002,1.7645516772199846e-09,-0.7840349999999994,303.30770165030117
Italy,2002,-1.0711703942012789e-07,0.11296100000000031,710.115553365602
Japan,2002,7.891239288760144e-10,0.2149099999999997,681.2417968037007
Kazakhstan,2002,4.8944771657860906e-08,1.1518130000000006,936.3636303023814
Kuwait,2002,0.0,-0.2863199999999999,1160.3883087678041
Sri Lanka,2002,-2.2692685979773094e-08,0.0259239,194.13628545336996
Lithuania,2002,9.386553702487274e-09,0.05158150000000017,1040.3933393197203
Luxembourg,2002,-4.073080729830768e-08,1.5150180000000013,2433.9041053058027
Latvia,2002,-1.3903992759976408e-07,0.047721399999999914,894.6445508401412
Morocco,2002,-1.5862144631561735e-09,0.0003678000000000292,167.55908203125
Mexico,2002,-4.18498239631012e-08,-0.030372500000000358,23.160647176398925
North Macedonia,2002,6.70888048246546e-08,-0.23480029999999985,343.47013341030015
Malaysia,2002,-4.0794402167956486e-08,-0.08542999999999967,584.4644770809991
North America,2002,2.0379034465366187e-07,-0.05940400000000068,850.0461056235945
Netherlands,2002,3.992791646935914e-08,-0.11512899999999959,1305.4769458903029
Norway,2002,1.8287251848544274e-06,-0.25999900000000054,222.76001707819523
New Zealand,2002,6.588280929527251e-07,-0.09141399999999855,785.2385993784992
Oman,2002,0.0,1.787051,-167.9865629702981
Pakistan,2002,1.0653892535810162e-08,0.029925150000000067,44.06366123689986
Peru,2002,8.609031018702753e-09,-0.010313799999999929,296.1439348821805
Philippines,2002,-7.583349608718128e-09,-0.018184250000000013,111.48357166119013
Poland,2002,-3.848051896333463e-10,-0.18913599999999953,664.7968123658011
Portugal,2002,-5.849773571505123e-07,0.38658950000000036,825.9687683443008
Qatar,2002,0.0,-4.218842000000009,3371.5924294886936
Romania,2002,6.427387866748903e-08,0.045202299999999696,641.6810612036597
Russian Federation,2002,-7.476624897495215e-08,-0.04806799999999889,676.11083984375
Saudi Arabia,2002,0.0,0.3362480000000012,-1916.5799731825027
Singapore,2002,-1.0384570452891866e-09,0.3365469999999995,1974.188798224197
Slovenia,2002,-2.295257630620721e-07,0.12376100000000001,1238.8509883746992
Sweden,2002,-1.395032135410692e-06,0.07459199999999999,1038.052043070802
Thailand,2002,1.9578181859004593e-08,0.16701409999999983,516.4209352348398
Turkmenistan,2002,-1.330328574590567e-11,-0.9619488,-8.479988916979892
Trinidad and Tobago,2002,-2.1141184793703352e-09,1.363031000000003,1344.1318928452001
Turkey,2002,1.3907994147503841e-07,0.0753680000000001,139.03188806038997
Ukraine,2002,-4.711863894823038e-08,-0.10953809999999997,375.9833984375
United States,2002,1.8745165524839704e-07,-0.06868400000000108,864.1220326725015
Uzbekistan,2002,3.729543785364056e-09,0.18881830000000033,119.69112579184002
World,2002,6.239961937494106e-09,0.03634019999999971,286.3275600418401
South Africa,2002,7.94044161047284e-09,-0.3881110999999997,364.03906901587834
United Arab Emirates,2003,0.0,3.9960020000000007,4098.3523225604
Argentina,2003,-5.207391469294963e-08,0.2147825000000001,979.9276202775909
Australia,2003,2.5772681467223198e-08,0.14869899999999703,1089.3274621448982
Austria,2003,-8.442396524347394e-07,0.6231960000000001,1010.7547098666982
Azerbaijan,2003,5.2785043473398194e-08,0.19784169999999968,479.9182063854996
Belgium,2003,4.744144410346129e-09,0.08227399999999996,652.2940004293996
Bangladesh,2003,-7.233369439461e-11,0.007232779999999994,87.3249484657199
Bulgaria,2003,1.1519707350273835e-07,0.6009279999999997,631.0361590222392
Belarus,2003,-8.143148239889178e-11,0.16598449999999954,664.56725209241
Brazil,2003,9.785016796453284e-08,-0.040132100000000115,185.36726957995052
Canada,2003,-5.286744305510884e-07,0.3670310000000008,1387.6238112014034
Switzerland,2003,-8.850292875737505e-08,0.11675020000000025,32.34946639669943
Chile,2003,-5.820617788958343e-08,-0.019483800000000162,575.4195328732003
China,2003,-4.614322920138317e-09,0.5513092999999998,406.70319787161
Colombia,2003,4.129198662324004e-08,0.015326700000000137,311.63618074447004
Cyprus,2003,0.0,0.25777629999999974,724.72265625
Czechia,2003,-1.0977638480634996e-07,0.34051799999999943,1262.556444366197
Germany,2003,6.5950794819518035e-09,-0.05854499999999874,791.5752411299
Denmark,2003,2.3545191591097236e-07,0.9167760000000005,201.44884582010127
Algeria,2003,6.440770471117862e-09,0.08311700000000011,722.5681697780001
Ecuador,2003,-3.5727055383574344e-08,0.1348084999999999,193.5438218836507
Spain,2003,4.939718553875106e-07,-0.03732600000000019,682.6736689347017
Estonia,2003,8.107216196015746e-09,1.450539000000001,1470.0535444704
Finland,2003,-1.558868085010658e-07,1.4298479999999998,450.1485959519996
France,2003,-2.5783218498532395e-08,0.05323220000000006,-322.4223486084993
United Kingdom,2003,-8.200314086653146e-09,0.14567450000000015,1228.4706365821985
Greece,2003,2.1105772015579744e-07,0.3475280000000005,1270.3296567514008
Croatia,2003,-9.184975091601336e-08,0.3034177000000007,918.5982651068007
Hungary,2003,9.840304443025073e-09,0.2908809999999997,952.7128152072
Indonesia,2003,-4.40333862130605e-09,0.11891130000000016,276.34312228443923
India,2003,5.13165671740937e-10,0.01570534999999995,184.41276834169003
Ireland,2003,-6.647498187059349e-08,-0.2889999999999997,1063.0799759990987
Iraq,2003,2.0994296539775608e-09,0.06610240000000012,-3613.92457680618
Iceland,2003,9.50682820932347e-08,-0.09442399999999829,93.94306783239881
Israel,2003,1.5571679300073036e-09,0.3144379999999991,-1382.9303918083024
Italy,2003,-2.9055193291117763e-08,0.26560000000000095,448.1911007237977
Japan,2003,1.0394915642703217e-07,0.05191200000000151,768.6605436818973
Kazakhstan,2003,-2.0098728803475197e-08,1.1060459999999992,1027.9958724087792
Kuwait,2003,0.0,0.4252629999999975,10039.211953664199
Sri Lanka,2003,3.0028800560923614e-08,-0.003787129999999972,327.53253807154033
Lithuania,2003,-6.503341005651584e-09,0.02916009999999991,1588.6900552700008
Luxembourg,2003,-2.656072456874231e-08,0.775548999999998,1624.1715250244015
Latvia,2003,-5.380377151198339e-08,0.12163119999999994,809.4355029886392
Morocco,2003,2.0133203732065663e-08,-0.04102300000000003,304.6328125
Mexico,2003,-4.4365551076455603e-08,0.1931491000000003,304.2735316444014
North Macedonia,2003,3.0455831140435657e-07,0.3218350000000001,213.84011360561
Malaysia,2003,-1.832458260273596e-08,0.7369493999999994,731.2026009665005
North America,2003,-3.586638135751976e-08,0.06773450000000025,1482.2602496509062
Netherlands,2003,-1.8459364778243169e-09,0.15789900000000046,-277.70428003009874
Norway,2003,-5.351995139644439e-06,0.24036350000000084,628.4692546993028
New Zealand,2003,-4.75642028017823e-07,0.26762199999999936,681.0893568647007
Oman,2003,0.0,3.049443,-576.3328102493033
Pakistan,2003,2.2446099177745023e-08,0.011204349999999974,133.90143401248997
Peru,2003,1.1180903560747529e-08,-0.03757304000000006,274.29174840244013
Philippines,2003,8.374956624935766e-10,-0.01610385999999997,181.11379118038985
Poland,2003,-1.3483546785752672e-08,0.3412089999999992,489.2043014007995
Portugal,2003,7.588038162159673e-07,-0.5142280000000001,495.59312923359903
Qatar,2003,0.0,-0.9039959999999994,943.835367822001
Romania,2003,-1.2383520403090526e-07,0.24744410000000006,398.04369021779075
Russian Federation,2003,-3.8535039747316076e-08,0.2176379999999991,1217.0625
Saudi Arabia,2003,0.0,-0.6741390000000003,2614.550316362198
Singapore,2003,7.029063005081251e-09,-0.1426829999999999,3695.045339341399
Slovenia,2003,-1.6939127424984944e-07,-0.1509879999999999,913.9441648890024
Sweden,2003,-1.4151470332323929e-06,0.04405799999999971,804.3102751322003
Thailand,2003,3.75969473283221e-09,0.0723505000000002,675.6324209351897
Turkmenistan,2003,-1.2834604928658863e-11,2.0231673,143.3739996275799
Trinidad and Tobago,2003,-1.0162495852912922e-08,2.6480529999999973,2601.406193084702
Turkey,2003,1.7624070561056322e-08,0.1910122999999997,316.94337569601885
Ukraine,2003,-6.379247474634174e-09,0.2803664999999995,641.169921875
United States,2003,3.189583149867845e-08,0.01845400000000197,1492.5599602934017
Uzbekistan,2003,3.473429376680818e-08,-0.15189830000000004,145.20873215787014
World,2003,-2.7548498907271505e-09,0.16354559999999996,366.64551942531034
South Africa,2003,-2.735226288738673e-08,0.9137203999999999,346.4723527472015
United Arab Emirates,2004,0.0,-0.16825100000000148,5922.921722874802
Argentina,2004,-9.560615031864051e-08,0.546103,1184.2871933955994
Australia,2004,2.5062509473276625e-08,0.46349500000000177,1641.9776749517005
Austria,2004,5.18401953252053e-07,-0.022943999999998965,1560.0949637218
Azerbaijan,2004,3.169590348784779e-08,0.16975590000000018,520.3382524196504
Belgium,2004,2.8771331241726378e-08,-0.0022599999999997067,1129.4000495287983
Bangladesh,2004,-6.448707766299626e-11,0.014184169999999996,115.38530506982988
Bulgaria,2004,2.1683957931423767e-08,-0.07823449999999976,784.3027337307012
Belarus,2004,6.372420756974601e-10,0.3644654000000003,1121.1985857234104
Brazil,2004,6.649699381637365e-08,0.07046799999999998,723.7492539193499
Canada,2004,-1.0967388925264327e-08,-0.21887399999999957,1576.1239983833984
Switzerland,2004,-1.6520572684305395e-07,0.03714369999999967,1439.2628154164995
Chile,2004,-9.552139278511491e-08,0.22049680000000027,903.5760382358003
China,2004,5.280365636551189e-08,0.26716399999999974,488.6382818337206
Colombia,2004,3.939333430961273e-08,-0.08618380000000014,488.8862680667098
Cyprus,2004,7.417413729583691e-10,0.08967869999999944,1664.501953125
Czechia,2004,8.478002739289365e-08,0.05492400000000153,1384.3434354387027
Germany,2004,1.36912625431503e-07,-0.21591800000000028,1452.160159777999
Denmark,2004,2.635663408609878e-07,-1.0550619999999995,2151.9316814340964
Algeria,2004,-5.43287070826143e-10,-0.1286136,628.9350014856991
Ecuador,2004,7.90580924119058e-09,0.12550370000000033,505.02529026909997
Spain,2004,-1.5313412166805072e-07,0.252540999999999,1102.7892479710972
Estonia,2004,1.2012491773888029e-08,0.12791399999999875,1403.2525757923995
Finland,2004,1.2453792931703901e-06,-0.7504770000000001,2152.8822198471025
France,2004,6.714046851454669e-09,-0.02500640000000054,897.4506564320982
United Kingdom,2004,5.6643967488589515e-08,-0.025419499999999928,1737.9474506117003
Greece,2004,1.0210133935826077e-09,0.01186050000000094,1573.333740471
Croatia,2004,5.048731189383324e-07,-0.09073170000000008,994.868953335601
Hungary,2004,5.9437472568944675e-08,-0.14724670000000017,790.2076859313001
Indonesia,2004,3.2541325799643056e-09,-0.0029693000000001746,347.5419915595003
India,2004,2.9298061070083425e-08,0.04202950000000005,220.37865235857998
Ireland,2004,5.774590671562147e-08,-0.08705799999999897,2449.335239563705
Iraq,2004,3.1056308755682895e-08,0.31210609999999983,3221.2906285808212
Iceland,2004,1.7951502900382597e-07,0.32606999999999964,2916.164650478404
Israel,2004,-7.000786581084627e-10,-0.727587999999999,1382.6275699108992
Italy,2004,1.1615965619726468e-07,0.03172900000000034,361.28116843250245
Japan,2004,2.0342973831734017e-09,-0.0473940000000006,1438.409455024801
Kazakhstan,2004,-3.9379043460027824e-08,0.5900970000000001,1244.6652599021
Kuwait,2004,0.0,0.8775970000000015,7474.252660944796
Sri Lanka,2004,-1.8500941123338544e-08,0.05573643000000006,366.0200099725698
Lithuania,2004,2.9406688175415176e-08,0.21858190000000022,1011.4808910048996
Luxembourg,2004,1.136721326554424e-07,2.6602030000000028,4494.582619323999
Latvia,2004,3.9033519990977944e-07,0.03925599999999996,1195.5806403018996
Morocco,2004,4.1553565308925515e-09,0.17305539999999997,283.6328125
Mexico,2004,5.047698314168074e-08,-0.03231330000000021,591.6554859170992
North Macedonia,2004,5.576956827820691e-08,-0.15583500000000017,621.3782601370494
Malaysia,2004,2.0354229309521173e-08,0.5031090000000003,1028.5578490783992
North America,2004,-5.43015821851492e-09,0.038703500000000446,2169.6837266306975
Netherlands,2004,8.221878944761007e-08,0.07810699999999926,1674.7917553328953
Norway,2004,5.95733823091336e-07,0.01646449999999966,3988.2278523837012
New Zealand,2004,8.673746096825985e-07,-0.23482800000000026,1109.3169833561005
Oman,2004,0.0,-2.465204,1206.9411815694039
Pakistan,2004,5.914917103028588e-09,0.054872799999999944,226.62572106062044
Peru,2004,-4.437429211770526e-08,0.1226279400000001,380.6620900083499
Philippines,2004,9.66261317577961e-09,0.013654830000000007,275.6756920579901
Poland,2004,2.1625670487294043e-08,0.13481300000000118,1084.38468327
Portugal,2004,-5.178521429688333e-07,0.2531029999999994,626.1893055451001
Qatar,2004,0.0,-1.2725599999999986,16837.447291671197
Romania,2004,1.5524842936356934e-07,0.018200900000000075,1430.1960863229306
Russian Federation,2004,1.4379735119009794e-07,0.09238799999999969,972.2294921875
Saudi Arabia,2004,0.0,2.031884999999999,3150.143191836207
Singapore,2004,-5.336629129385349e-09,0.2722800000000003,5605.507904196202
Slovenia,2004,5.68362518408987e-07,0.21290499999999923,1672.5488690938982
Sweden,2004,1.0761687190172512e-06,-0.11135399999999951,2017.807730856297
Thailand,2004,-1.1871263828105138e-08,0.2218868999999999,721.2686882042908
Turkmenistan,2004,-1.2323823827112066e-11,1.6138770000000005,261.95535952085993
Trinidad and Tobago,2004,8.62784055175716e-09,0.11793500000000279,1931.1039233731972
Turkey,2004,1.5093797362442412e-07,0.07795459999999999,1275.6118350882207
Ukraine,2004,5.380189974783316e-08,0.11494060000000061,899.4560546875
United States,2004,-2.3953082924957182e-08,0.1463239999999999,2234.338807943801
Uzbekistan,2004,-2.881258123357955e-08,-0.10791070000000058,273.9479757225199
World,2004,3.0300147842216034e-08,0.0930667000000005,600.82487429309
South Africa,2004,1.8556853997803066e-09,0.8328550000000003,574.8252463380686
United Arab Emirates,2005,0.0,-0.6969679999999983,2595.0260809928004
Argentina,2005,8.867878484110298e-08,0.07438660000000041,1347.1331044385006
Australia,2005,5.514844945558112e-08,-0.08471799999999874,1272.787384339499
Austria,2005,1.0351953169856222e-07,0.10558399999999857,1253.6494566934998
Azerbaijan,2005,2.6941870825452145e-08,0.17826770000000014,1580.7283393855396
Belgium,2005,5.7330368860471717e-08,-0.3677620000000008,1113.9082508293031
Bangladesh,2005,-5.554634684921937e-11,0.008834989999999987,158.22583273300006
Bulgaria,2005,1.5481937810016633e-07,0.1830791999999999,1089.7238684711592
Belarus,2005,3.333429985620124e-10,0.15093859999999992,1153.9709223383888
Brazil,2005,7.659548032923784e-08,-0.005662199999999951,555.536094993
Canada,2005,6.268359570027346e-07,-0.3653030000000008,2400.7092991238023
Switzerland,2005,-3.622527086959535e-07,0.033922200000000124,1348.2781317558038
Chile,2005,2.530894101609605e-07,0.08002429999999983,938.0351154339005
China,2005,3.4390036915445843e-08,0.4831910000000006,629.3303878761799
Colombia,2005,8.971676868627204e-09,0.11261300000000007,522.9869390292497
Cyprus,2005,1.4712521115910022e-10,0.030471300000000312,1817.732421875
Czechia,2005,3.786147377034639e-08,-0.27574200000000104,1123.903485921499
Germany,2005,6.672852358457762e-08,-0.09992300000000043,556.3190607989018
Denmark,2005,4.879432413143772e-08,-0.686084000000001,1218.344520087303
Algeria,2005,9.079036805251546e-09,0.5414298,814.5835525638995
Ecuador,2005,-4.035898880060438e-08,0.059292199999999795,477.3742723280493
Spain,2005,-2.264402609502007e-07,0.2141370000000009,1466.4030779513996
Estonia,2005,3.524428703628211e-08,-0.09806099999999951,2098.1068908280013
Finland,2005,-4.2907393011305426e-07,-2.3100509999999996,848.4154812115994
France,2005,-1.2817993645588621e-07,-0.010120699999999871,1506.1098556538018
United Kingdom,2005,4.464050472254585e-08,-0.11803700000000106,670.6614241425996
Greece,2005,4.289143753767132e-08,0.37007999999999974,174.93180836379906
Croatia,2005,-1.3524649078278346e-07,0.09801599999999944,762.7599408284987
Hungary,2005,9.277819228174361e-08,0.027479100000000756,839.0318179514998
Indonesia,2005,3.418691038259674e-09,0.0007079000000000946,434.1172346080002
India,2005,-3.053393936879443e-09,0.036473949999999866,254.9420516390901
Ireland,2005,1.0788939550920352e-07,0.23414599999999908,1731.7904116563004
Iraq,2005,-3.6225267503111985e-08,-0.07662049999999976,167.30229584695917
Iceland,2005,-2.6083822847927356e-07,-0.6081440000000011,1705.526329311695
Israel,2005,-1.0008889960105521e-10,-0.4694509999999994,-414.96429176519814
Italy,2005,-9.828218733298014e-08,-0.03884300000000174,582.2730333091968
Japan,2005,-7.556407946246792e-08,0.050209000000000614,1339.2090470026014
Kazakhstan,2005,-1.6323419724687606e-08,0.7702580000000001,1449.0347390746992
Kuwait,2005,0.0,2.8518350000000012,7741.383000262009
Sri Lanka,2005,2.345350881887819e-08,-0.014349500000000015,462.8662332815302
Lithuania,2005,1.165024697268173e-08,0.2483970000000002,1417.3457279218
Luxembourg,2005,2.3239177948166584e-08,0.1611869999999982,4093.421333323793
Latvia,2005,1.131629708619373e-07,0.07271219999999978,1582.5752969644
Morocco,2005,-2.1194131776549837e-08,0.061404000000000014,250.04736328125
Mexico,2005,2.803972172643618e-08,0.1785116999999996,602.4232094361996
North Macedonia,2005,8.96596378508289e-09,0.17092969999999985,741.92933988605
Malaysia,2005,1.196373561775564e-08,-0.1394510999999996,955.6197411523008
North America,2005,8.674666347836643e-08,-0.06811200000000106,2398.8554442341992
Netherlands,2005,1.306807607754123e-07,-0.2675509999999992,1812.9396338929
Norway,2005,5.705973383872169e-06,-0.2758319999999994,5293.926476367196
New Zealand,2005,-8.705352146294238e-07,0.27572999999999936,580.7332024766984
Oman,2005,0.0,0.7775829999999999,1530.8834207561013
Pakistan,2005,1.5635159828642527e-08,0.003938760000000041,244.24514139022995
Peru,2005,1.7388974959971406e-08,0.06169429999999987,522.0230490017802
Philippines,2005,-1.0455624708668061e-08,-0.00984277,251.88029889951986
Poland,2005,2.0273597484660388e-08,-0.017350999999999672,520.6999213785002
Portugal,2005,-3.914926742005455e-07,0.2093405000000006,1246.8477600937003
Qatar,2005,0.0,-3.582347999999996,4292.570528215001
Romania,2005,1.7813036646798832e-07,-0.04859499999999972,611.6189455690783
Russian Federation,2005,-1.6681523705466617e-08,0.17159100000000116,1595.580078125
Saudi Arabia,2005,0.0,-0.6777669999999993,2325.0458684585974
Singapore,2005,-2.9850618414905786e-09,-0.5480809999999998,4437.887230504304
Slovenia,2005,-3.260771274058858e-07,0.10163100000000114,1091.5789549608999
Sweden,2005,1.3199370451594144e-06,-0.31756899999999977,389.00096087669954
Thailand,2005,-4.2050320008415145e-09,0.0788211999999997,623.7072228319303
Turkmenistan,2005,-1.1856226425480592e-11,-0.46788399999999974,691.1922471951702
Trinidad and Tobago,2005,1.0155988834376473e-10,3.9599179999999983,2862.2810267798995
Turkey,2005,-1.0183604961516057e-07,0.2520184000000003,1030.0346093970002
Ukraine,2005,1.4957746863776088e-08,0.11463969999999968,478.6396484375
United States,2005,1.706921717589449e-08,-0.14085000000000036,2398.7584487412023
Uzbekistan,2005,1.1399474337230929e-08,-0.34611829999999966,296.65832422123003
World,2005,1.4323066313117948e-08,0.09319209999999956,608.4619145666093
South Africa,2005,8.346457902532856e-09,-0.7613409999999998,726.9740297820099
United Arab Emirates,2006,0.0,-0.22719999999999985,5418.781021960196
Argentina,2006,8.992347554135094e-08,0.27889239999999926,1378.765018718299
Australia,2006,6.645232112725089e-09,0.02670399999999873,1810.1321532169022
Austria,2006,-4.890269971513575e-08,-0.323027999999999,2619.3651425647986
Azerbaijan,2006,-6.183511586646493e-08,-0.014422200000000274,2503.20549049865
Belgium,2006,7.888387456827546e-08,-0.24548300000000012,2081.094117387198
Bangladesh,2006,-3.522103472508277e-11,0.024373440000000024,175.5564589479102
Bulgaria,2006,-4.794580091116998e-09,0.2090898000000001,1116.5412871795997
Belarus,2006,1.276280196924565e-10,0.29142699999999966,1357.7070042601408
Brazil,2006,4.7996983884013526e-08,0.003338999999999981,669.2837703157002
Canada,2006,-3.7373229911536067e-07,-0.314862999999999,1791.0119649775006
