Country Name,year,population,renewables_production,solar_electricity_generation_twh,wind_electricity_generation_twh,hydro_electricity_generation_twh,other_renewables_electricity_generation_twh,co2_per_capita,gdp_per_capita
Belgium,2001,10286570.0,1.075,0.0,0.037,0.441,0.597,12.255029,28796.5795804462
Bangladesh,2001,136805810.0,0.993014,1.4e-05,0.0,0.993,0.0,0.22706808,1597.58740607494
Bulgaria,2001,8009142.0,1.651,0.0,0.0,1.651,0.0,6.195104,6961.06715225721
Belarus,2001,9928549.0,0.03,0.0,0.0,0.03,0.0,5.433976,6238.09862993194
Brazil,2001,176301203.0,276.93330699999996,0.0,0.0349,267.876,9.022407,1.9634924,9303.6452918321
Canada,2001,31020855.0,341.541758947,0.019578947,0.329,331.52103,9.67215,17.888409,30230.8487685762
Switzerland,2001,7229854.0,42.21588,0.013,0.004,41.32288,0.876,6.2391872,37822.9275072501
Chile,2001,15683849.0,23.37,0.0,0.007,21.68,1.683,3.3740773,9775.553235058
China,2001,1271850000.0,280.7341919,0.031,0.7191919,277.43,2.554,2.9158025,3208.58583841354
Colombia,2001,39709262.0,32.13132675,0.00266875,0.0,31.632658,0.496,1.4316118,6934.88284308463
Cyprus,2001,964127.0,0.0,0.0,0.0,0.0,0.0,7.2359786,22868.759765625
Czechia,2001,10216605.0,2.57679,0.0,0.0002,2.054,0.52259,12.42629,17711.335522848
Germany,2001,82349925.0,39.0,0.1,10.5,23.2,5.2,11.170657,28677.1908591132
Denmark,2001,5358783.0,5.8463785,0.0012,4.3060193,0.0276,1.5115592,10.428898,29462.1232905618
Algeria,2001,31331221.0,0.069,0.0,0.0,0.069,0.0,2.7716565,9543.52035341031
Ecuador,2001,12910740.0,7.0706525,0.0,0.0,7.0706525,0.0,1.8130603,5998.87508622547
Spain,2001,40850412.0,49.441,0.024,6.759,41.027,1.631,7.5598183,22954.8204911252
Estonia,2001,1388115.0,0.0294,0.0,0.0,0.0074,0.022,11.432618,10309.9978807426
Finland,2001,5188008.0,21.548567000000002,0.001715,0.07,13.205,8.271852,12.051263,27801.0248281402
France,2001,61364377.0,77.7391605,0.0061605,0.131,74.268,3.334,6.851596,27349.7445859002
United Kingdom,2001,59119673.0,9.547647999999999,0.002,0.965,4.054648,4.526,9.748516,27915.5304404741
Greece,2001,10862132.0,2.932,0.0,0.756,2.097,0.079,9.716937,20306.0878366634
Croatia,2001,4299642.0,7.1804,0.0,0.0,7.1804,0.0,4.8304753,11654.2590392847
Hungary,2001,10187576.0,0.257,0.0,0.001,0.186,0.07,5.884713,13211.8270609093
Indonesia,2001,219097902.0,17.6896,0.0,0.0,11.655,6.0346,1.4469663,4848.55580089787
India,2001,1077898575.0,76.18822511100001,0.011111111,2.085,72.022964,2.06915,0.9282198,2199.53910436921
Ireland,2001,3866243.0,1.02707759,0.0,0.33406013,0.596,0.09701746,12.324259,32576.9245748656
Iraq,2001,25197840.0,3.701006,0.0,0.0,3.701006,0.0,3.8230426,10719.6194203797
Iceland,2001,284968.0,8.023458,0.0,0.0,6.572595,1.450863,10.053745,31885.4510734264
Israel,2001,6439000.0,0.02,0.0,0.01,0.01,0.0,10.06777,25740.361934819
Italy,2001,56974100.0,54.347,0.019,1.179,46.811,6.338,8.196003,28138.4786641455
Japan,2001,127149000.0,98.31747923,0.49973923,0.252,81.537,16.02874,9.817637,27942.346651133
Kazakhstan,2001,15575550.0,8.081139,0.0,0.0,8.081139,0.0,8.90941,8568.08719454804
Kuwait,2001,2008121.0,0.0,0.0,0.0,0.0,0.0,29.406607,58552.783915228
Sri Lanka,2001,19600362.0,3.122246696,0.000903096,0.0035,3.1178436,0.0,0.5268474,4328.19141093023
Lithuania,2001,3470818.0,0.3275,0.0,0.0,0.3255,0.002,3.6364205,9456.87328070018
Luxembourg,2001,441525.0,0.167691,4.6e-05,0.02374,0.118032,0.025873,20.84133,56141.7751664486
Latvia,2001,2337170.0,2.839,0.0,0.003,2.833,0.003,3.2060354,8861.65345708332
Morocco,2001,28814643.0,1.0681,0.0,0.2058,0.8623,0.0,1.2773283,4268.86962890625
Mexico,2001,100099099.0,34.708827,0.008,0.018,28.43533,6.247497,4.070814,11738.7259444928
North Macedonia,2001,2034882.0,0.626,0.0,0.0,0.626,0.0,4.0111313,6051.71464794304
Malaysia,2001,23526538.0,6.6400939999999995,0.0,0.0,6.066,0.574094,5.563517,13071.5814133296
North America,2001,316051677.0,663.4292152999999,0.603293,7.2004623,571.56995,84.05551,14.404723,36460.403515386
Netherlands,2001,16046180.0,3.3134179999999995,0.01306,0.825,0.117324,2.358034,10.952884,33262.9823809205
Norway,2001,4513751.0,120.7503,0.0053,0.027,120.463,0.255,9.637091,37833.4804107324
New Zealand,2001,3880500.0,25.34990638,0.0,0.13898788,21.681162,3.5297565,8.833832,22521.0409382492
Oman,2001,2310217.0,0.0,0.0,0.0,0.0,0.0,9.69817,41679.015088695
Pakistan,2001,159270907.0,19.163997,0.0,0.0,18.291897,0.8721,0.66177,2643.766274957
Peru,2001,26964601.0,17.779,0.0,0.0012,17.6148,0.163,0.9425646,5086.4224778468
Philippines,2001,81401488.0,17.546,0.0,0.0,7.104,10.442,0.86169255,3468.89888311882
Poland,2001,38248076.0,2.7830000000000004,0.0,0.014,2.325,0.444,8.196672,11176.4715964063
Portugal,2001,10362722.0,15.7416,0.0016,0.256,14.034,1.45,6.2956705,19530.6785313917
Qatar,2001,677925.0,0.0,0.0,0.0,0.0,0.0,67.58862,89804.8602722991
Romania,2001,22131970.0,14.923,0.0,0.0,14.923,0.0,4.516057,6520.62651699006
Russian Federation,2001,145976482.0,174.0162,0.0,0.0031,173.899,0.1141,10.372815,7361.36376953125
Saudi Arabia,2001,17041397.0,0.0,0.0,0.0,0.0,0.0,19.042866,47425.2056225982
Singapore,2001,4138012.0,0.473,0.0,0.0,0.0,0.473,9.35959,43109.0641921427
Slovenia,2001,1992060.0,3.868,0.0,0.0,3.796,0.072,8.193835,18765.4481075968
Sweden,2001,8895960.0,83.322,0.002,0.482,79.061,3.777,6.276719,29949.2154477421
Thailand,2001,63651141.0,6.79543285,0.0,0.0,6.174345,0.62108785,2.706424,7632.01609383965
Turkmenistan,2001,4675409.0,0.003154,0.0,0.0,0.003154,0.0,7.2794585,4401.30380430274
Trinidad and Tobago,2001,1325567.0,0.030039000000000003,0.001039,0.0,0.0,0.029,20.185463,14797.1038358838
Turkey,2001,66245128.0,24.345899999999997,0.0,0.0624,24.0099,0.2736,3.224107,8995.30931947397
Ukraine,2001,49106855.0,12.048,0.0,0.016,12.032,0.0,6.1883736,4746.85791015625
United States,2001,284968955.0,284.4501757,0.5743511,6.8053846,210.24,66.83044,20.781443,37133.6203973517
Uzbekistan,2001,25090283.0,6.017,0.0,0.0,6.017,0.0,5.0306907,2782.34871037924
World,2001,6245109995.5,2810.4163245,1.4221795,38.380005,2578.572,192.04214,4.1097608,8272.62882476795
South Africa,2001,47566800.0,2.1549,0.0108,0.0,1.721,0.4231,7.8126817,8428.31681670914
United Arab Emirates,2002,3956826.0,0.0,0.0,0.0,0.0,0.0,21.393456,86960.3167462888
Argentina,2002,38029349.0,36.3822672,4.7e-05,0.073405,35.778835,0.5299802,3.2851255,9953.46492878861
Australia,2002,19495210.0,17.95365,0.0583,0.53355,16.095,1.2668,18.501194,29032.4909555888
Austria,2002,8081957.0,41.959444,0.009,0.203,40.227,1.520444,8.905346,30952.1708232398
Azerbaijan,2002,8171950.0,2.02,0.0,0.0,2.02,0.0,3.4314227,4160.21616652063
Belgium,2002,10332785.0,1.138,0.0,0.057,0.36,0.721,12.277599,30282.2886450283
Bangladesh,2002,138933658.0,0.749066,6.6e-05,0.0,0.749,0.0,0.23037542,1658.80230934237
Bulgaria,2002,7837161.0,2.116,0.0,0.0,2.116,0.0,5.880953,7786.4111607038
Belarus,2002,9865548.0,0.029,0.0,0.0,0.029,0.0,5.4534535,6697.15436392275
Brazil,2002,178503484.0,296.423347,0.0,0.061,286.0922,10.270147,1.9482261,9616.5948552087
Canada,2002,31359199.0,359.748470842,0.022736842,0.405,349.27463,10.046104,17.87598,30963.9218856684
Switzerland,2002,7284753.0,36.100818000000004,0.015,0.005,35.171818,0.909,5.9717784,38704.9584597242
Chile,2002,15857925.0,24.975,0.0,0.007,23.187,1.781,3.457938,10133.404114185
China,2002,1280400000.0,291.40137373000005,0.048,0.83737373,287.97,2.546,3.1884003,3532.31565803443
Colombia,2002,40324680.0,34.463688250000004,0.00465125,0.0,33.968037,0.491,1.3862796,7108.82390284505
Cyprus,2002,981440.0,0.0,0.0,0.0,0.0,0.0,7.3029137,23556.322265625
Czechia,2002,10196916.0,2.997407,0.0,0.0016,2.492,0.503807,12.106914,18344.0329427938
Germany,2002,82488495.0,46.1,0.2,15.8,23.7,6.4,10.952274,29513.6823267102
Denmark,2002,5375931.0,6.789141055999999,0.001280556,4.876939,0.0318,1.8791215,10.33208,30666.5967674022
Algeria,2002,31750835.0,0.057,0.0,0.0,0.057,0.0,2.856382,10080.1825003517
Ecuador,2002,13138472.0,7.524256,0.0,0.0,7.524256,0.0,1.8896518,6281.52215149849
Spain,2002,41431558.0,34.878,0.03,9.342,22.92,2.586,7.949823,24377.8417076394
Estonia,2002,1379350.0,0.033999999999999996,0.0,0.0014,0.0056,0.027,11.133863,11666.6649638489
Finland,2002,5200598.0,19.830679,0.001865,0.064,10.776,8.988814,12.508224,28596.2606345457
France,2002,61812142.0,64.20610345,0.00710345,0.265,60.397,3.537,6.7290792,28350.0985605428
United Kingdom,2002,59370479.0,11.129584600000001,0.003,1.259,4.7874846,5.0801,9.409919,29089.0536770407
Greece,2002,10902022.0,3.577,0.0,0.651,2.8,0.126,9.641713,21985.2345411071
Croatia,2002,4302174.0,5.8514,0.0,0.0,5.8514,0.0,5.089973,12774.6521555145
Hungary,2002,10158608.0,0.23700000000000002,0.0,0.001,0.194,0.042,5.803865,14526.3882629125
Indonesia,2002,222088495.0,16.176299999999998,0.0,0.0,9.933,6.2433,1.3890227,5076.16438158521
India,2002,1097600380.0,72.78292201299999,0.013131313,2.085,68.54489,2.1399007,0.9403603,2277.06974774594
Ireland,2002,3931947.0,1.38108442,0.0,0.38806984,0.912,0.08101458,11.730362,35222.028724352
Iraq,2002,26006559.0,4.56004,0.0,0.0,4.56004,0.0,3.712144,9682.3761948379
Iceland,2002,287523.0,8.401102,0.0,0.0,6.970682,1.43042,10.406282,32607.1058796568
Israel,2002,6570000.0,0.032,0.0,0.011,0.021,0.0,9.283735,26043.6696364693
Italy,2002,57059007.0,48.316,0.021,1.404,39.519,7.372,8.308964,28848.5942175111
Japan,2002,127445000.0,98.64693,0.69462,0.413,80.6,16.93931,10.032547,28623.5884479367
Kazakhstan,2002,15656677.0,8.889543,0.0,0.0,8.889543,0.0,10.061223,9504.45082485042
Kuwait,2002,2059974.0,0.0,0.0,0.0,0.0,0.0,29.120287,59713.1722239958
Sri Lanka,2002,19805752.0,2.705518659,0.001501112,0.003605747,2.7004118,0.0,0.5527713,4522.3276963836
Lithuania,2002,3443067.0,0.3572,0.0,0.0,0.3532,0.004,3.688002,10497.2666200199
Luxembourg,2002,446175.0,0.151284,5.9e-05,0.024479,0.099731,0.027015,22.356348,58575.6792717544
Latvia,2002,2310173.0,2.485,0.0,0.011,2.464,0.01,3.2537568,9756.29800792346
Morocco,2002,29198142.0,1.0360010099999999,0.00010101,0.1939,0.842,0.0,1.2776961,4436.4287109375
Mexico,2002,101548624.0,30.96165,0.008,0.021,24.86159,6.07106,4.0404415,11761.8865916692
North Macedonia,2002,2020157.0,0.757,0.0,0.0,0.757,0.0,3.776331,6395.18478135334
Malaysia,2002,24102477.0,5.8194,0.0,0.0,5.415,0.4044,5.478087,13656.0458904106
North America,2002,319046534.0,734.73437146,0.63404346,10.945788,634.0315,89.12304,14.345319,37310.4496210096
Netherlands,2002,16148929.0,3.9794280000000004,0.01704,0.946,0.109636,2.906752,10.837755,34568.4593268108
Norway,2002,4538159.0,129.7023,0.0053,0.075,129.372,0.25,9.377092,38056.2404278106
New Zealand,2002,3948500.0,28.39550857,0.0,0.15548317,24.873026,3.3669994,8.742418,23306.2795376277
Oman,2002,2337140.0,0.0,0.0,0.0,0.0,0.0,11.485221,41511.0285257247
Pakistan,2002,163222549.0,21.378427,0.0,0.0,20.417627,0.9608,0.69169515,2687.8299361939
Peru,2002,27288217.0,18.2273,0.0,0.0012,18.0401,0.186,0.9322508,5382.56641272898
Philippines,2002,83068889.0,17.275466,0.0,0.0,7.032973,10.242493,0.8435083,3580.38245478001
Poland,2002,38230364.0,2.767,0.0,0.061,2.279,0.427,8.007536,11841.2684087721
Portugal,2002,10419631.0,9.7328,0.0018,0.362,7.8,1.569,6.68226,20356.647299736
Qatar,2002,711205.0,0.0,0.0,0.0,0.0,0.0,63.369778,93176.4527017878
Romania,2002,21730496.0,16.049,0.0,0.0,16.046,0.003,4.5612593,7162.30757819372
Russian Federation,2002,145306497.0,162.3535,0.0,0.0062,162.174,0.1733,10.324747,8037.474609375
Saudi Arabia,2002,17910910.0,0.0,0.0,0.0,0.0,0.0,19.379114,45508.6256494157
Singapore,2002,4175950.0,0.473,0.0,0.0,0.0,0.473,9.696137,45083.2529903669
Slovenia,2002,1994530.0,3.415,0.0,0.0,3.313,0.102,8.317596,20004.2990959715
Sweden,2002,8924958.0,71.143,0.002,0.608,66.358,4.175,6.351311,30987.2674908129
Thailand,2002,64266437.0,8.1193422,0.0,0.0,7.36694,0.7524022,2.8734381,8148.43702907449
Turkmenistan,2002,4769465.0,0.003154,0.0,0.0,0.003154,0.0,6.3175097,4392.82381538576
Trinidad and Tobago,2002,1332011.0,0.027368999999999997,0.001369,0.0,0.0,0.026,21.548494,16141.235728729
Turkey,2002,67048795.0,33.9664,0.0,0.048,33.6838,0.2346,3.299475,9134.34120753436
Ukraine,2002,48677281.0,9.649000000000001,0.0,0.022,9.627,0.0,6.0788355,5122.84130859375
United States,2002,287625193.0,341.0173966,0.6015976,10.458869,258.16757,71.78936,20.712759,37997.7424300242
Uzbekistan,2002,25399980.0,6.186,0.0,0.0,6.186,0.0,5.219509,2902.03983617108
World,2002,6327526596.0,2886.9888616,1.7972716,52.38179,2626.1094,206.7004,4.146101,8558.95638480979
South Africa,2002,48019415.0,2.5567,0.0124,0.0,2.084,0.4603,7.4245706,8792.35588572502
United Arab Emirates,2003,4192457.0,0.0,0.0,0.0,0.0,0.0,25.389458,91058.6690688492
Argentina,2003,38424282.0,34.75919255,6.5e-05,0.077954,33.800575,0.88059855,3.499908,10933.3925490662
Australia,2003,19720737.0,18.669600000000003,0.0632,0.70405,16.21055,1.6918,18.649893,30121.8184177337
Austria,2003,8121423.0,35.307914,0.015,0.366,33.214993,1.711921,9.528542,31962.9255331065
Azerbaijan,2003,8234100.0,2.47,0.0,0.0,2.47,0.0,3.6292644,4640.13437290613
Belgium,2003,10376133.0,1.192,0.0,0.088,0.247,0.857,12.359873,30934.5826454577
Bangladesh,2003,140970351.0,0.74985,0.00085,0.0,0.749,0.0,0.2376082,1746.12725780809
Bulgaria,2003,7775327.0,2.995,0.0,0.0,2.995,0.0,6.481881,8417.44731972604
Belarus,2003,9796749.0,0.028,0.0,0.0,0.028,0.0,5.619438,7361.72161601516
Brazil,2003,180622688.0,317.616463,0.0,0.061,305.616,11.939463,1.908094,9801.96212478865
Canada,2003,31642461.0,346.269453975,0.022789475,0.69,336.13937,9.4172945,18.243011,32351.5456968698
Switzerland,2003,7339001.0,35.720130000000005,0.018,0.005,34.76713,0.93,6.0885286,38737.3079261209
Chile,2003,16024752.0,24.305,0.0,0.007,22.603,1.695,3.4384542,10708.8236470582
China,2003,1288400000.0,287.2769697,0.064,0.9969697,283.68,2.536,3.7397096,3939.01885590604
Colombia,2003,40937429.0,36.677765,0.006405,0.0,36.17636,0.495,1.4016063,7420.46008358952
Cyprus,2003,999590.0,0.0,0.0,0.0,0.0,0.0,7.56069,24281.044921875
Czechia,2003,10193998.0,1.877489,0.0,0.0039,1.383,0.490589,12.447432,19606.58938716
Germany,2003,82534176.0,46.669849,0.313,19.087,18.321198,8.948651,10.893729,30305.2575678401
Denmark,2003,5390574.0,8.076854344000001,0.001519444,5.5607834,0.0212,2.4933515,11.248856,30868.0456132223
Algeria,2003,32175818.0,0.265,0.0,0.0,0.265,0.0,2.939499,10802.7506701297
Ecuador,2003,13372306.0,7.180417,0.0,0.0,7.180417,0.0,2.0244603,6475.06597338214
Spain,2003,42187645.0,56.354,0.041,12.075,41.054,3.184,7.912497,25060.5153765741
Estonia,2003,1370720.0,0.044899999999999995,0.0,0.0061,0.0128,0.026,12.584402,13136.7185083193
Finland,2003,5213014.0,19.065382999999997,0.002097,0.093,9.591,9.379286,13.938072,29046.4092304977
France,2003,62249855.0,63.0557673,0.0077673,0.388,58.943,3.717,6.7823114,28027.6762119343
United Kingdom,2003,59647577.0,10.692400500000002,0.003,1.288,3.2277005,6.1737,9.5555935,30317.5243136229
Greece,2003,10928070.0,5.8919999999999995,0.0,1.021,4.766,0.105,9.989241,23255.5641978585
Croatia,2003,4303399.0,5.4578,0.0,0.0,5.4578,0.0,5.3933907,13693.2504206213
Hungary,2003,10129552.0,0.336,0.0,0.004,0.171,0.161,6.094746,15479.1010781197
Indonesia,2003,225048008.0,15.4009,0.0,0.0,9.099,6.3019,1.507934,5352.50750386965
India,2003,1116803006.0,74.629371317,0.016161617,2.60448,69.29619,2.7125397,0.95606565,2461.48251608763
Ireland,2003,3996521.0,1.13809718,0.0,0.4540817,0.598,0.08601548,11.441362,36285.1087003511
Iraq,2003,26802659.0,4.7559,0.0,0.0,4.7559,0.0,3.7782464,6068.45161803172
Iceland,2003,289521.0,8.4870056,0.0,0.0,7.0823274,1.4046782,10.311858,32701.0489474892
Israel,2003,6689700.0,0.043,0.0,0.012,0.031,0.0,9.598173,24660.739244661
Italy,2003,57313203.0,46.866,0.024,1.458,36.67,8.714,8.574564,29296.7853182349
Japan,2003,127718000.0,112.13441999999999,0.953955,0.832,92.472,17.876465,10.084459,29392.2489916186
Kazakhstan,2003,15747380.0,8.62454,0.0,0.0,8.62454,0.0,11.167269,10532.4466972592
Kuwait,2003,2109881.0,0.0,0.0,0.0,0.0,0.0,29.54555,69752.38417766
Sri Lanka,2003,19951521.0,3.324551339,0.002403992,0.003405747,3.3187416,0.0,0.54898417,4849.86023445514
Lithuania,2003,3415213.0,0.3321,0.0,0.0,0.3251,0.007,3.7171621,12085.9566752899
Luxembourg,2003,451630.0,0.14113799999999999,0.001399,0.026168,0.07942,0.034151,23.131897,60199.8507967788
Latvia,2003,2287955.0,2.338,0.0,0.048,2.266,0.024,3.375388,10565.7335109121
Morocco,2003,29571415.0,1.6446127099999999,0.00010101,0.2028,1.4417117,0.0,1.2366731,4741.0615234375
Mexico,2003,102978515.0,26.828917800000003,0.008,0.019,19.852205,6.9497128,4.2335906,12066.1601233136
North Macedonia,2003,2022725.0,1.374,0.0,0.0,1.374,0.0,4.098166,6609.02489495895
Malaysia,2003,24679602.0,5.5065,0.0,0.0,5.09,0.4165,6.2150364,14387.2484913771
North America,2003,321812780.0,729.56251776,0.64368576,12.074162,628.1609,88.68377,14.4130535,38792.7098706605
Netherlands,2003,16225302.0,3.9682970000000006,0.03074,1.318,0.072023,2.547534,10.995654,34290.7550467807
Norway,2003,4564855.0,106.0342,0.0062,0.218,105.48,0.33,9.6174555,38684.7096825099
New Zealand,2003,4027200.0,27.045971469999998,0.0,0.14654097,23.622797,3.2766335,9.01004,23987.3688944924
Oman,2003,2363796.0,0.0,0.0,0.0,0.0,0.0,14.534664,40934.6957154754
Pakistan,2003,167110248.0,25.6386,0.0,0.0,24.5975,1.0411,0.7028995,2821.73137020639
Peru,2003,27580490.0,18.7309,0.0,0.0012,18.5337,0.196,0.89467776,5656.85816113142
